,model,base_model,sim,trace_off,jam_off,stack_off,latency_off,trace_on,jam_on,stack_on,latency_on,stack_trace_on
0,0.05744054054054055,0.136004090370808,0.09622103659659743,0.0759891891891892,0.060940540540540565,0.05887027027027028,0.05772702702702705,0.060940540540540565,0.07602702702702703,0.0760891891891892,0.0760891891891892,0.060940540540540565
